,SMILES
58,CC(C)c1cccc(C(C)C)c1N1C(BN([Si](C)(C)C)[Si](C)(C)C)C2(CCCCC2)CC1(C)C
59,CC(C)c1cc(C(C)C)c(B2CC(C)c3cccc(C(C)C)c3N3C2C(C)(C)CC3(C)C)c(c1)C(C)C
60,CC(C)(C)C(=O)N1C=Cc2ccc(F)c(B3OC(C)(C)C(C)(C)O3)c12
61,Cc1ccc(cc1)S(=O)(=O)N(Cc1cccc2ccccc12)C=C(CC(=C[Si](C)(C)c1ccccc1)[Si](C)(C)c1ccccc1)B1OC(C)(C)C(C)(C)O1
62,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cccc2N2c3ccccc3c3ccccc23)c(C)c1
63,Cc1ccc(cc1)S(=O)(=O)N(Cc1c(C)cc(C)cc1C)c1cccc(c1)B1OC(C)(C)C(C)(C)O1
64,Cc1ccc(cc1)N(c1ccc(C)cc1)c1cc2N3c4cc(ccc4c4ccc(c5ccc(cc5)C(C)(C)C)c(B5c2c(c1)N1c2cc(ccc2c2ccc(c6ccc(cc6)C(C)(C)C)c5c12)c1ccc(cc1)C(C)(C)C)c34)c1ccc(cc1)C(C)(C)C
65,CC1(C)OB(OC1(C)C)c1ccccc1CN1C=C(N=N1)c1ccccc1
66,Cc1cc(C)c(B(c2cccc(c2)N=Cc2c(O)ccc3ccccc23)c2c(C)cc(C)cc2C)c(C)c1
67,CN(C)C(=O)c1ccc(C(=O)N(C)C)c(c1)B1OC(C)(C)C(C)(C)O1
68,CC(C)(C)OC(=O)N1CCC(C)(B2OC(C)(C)C(C)(C)O2)C1c1ccccc1
69,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1cccc(c1)N1c2ccccc2c2ccccc12
70,CC(C)(C)c1ccc2N3c4cccc5N6c7c(cc(cc7c7cc(cc(c8ccc(cc8)N8c9ccccc9C(c9ccccc9)(c9ccccc9)c9ccccc89)c67)C(C)(C)C)C(C)(C)C)B(c6cc(cc(c2c1)c36)C(C)(C)C)c45
71,COc1ncc(cc1S(=O)(=O)Nc1ccccc1C)B1OC(C)(C)C(C)(C)O1
72,CN1C=NC(=C1B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)I
73,CN(C(=C(B1OC(C)(C)C(C)(C)O1)c1ccccc1)[Si](C)(C)c1ccccc1)S(=O)(=O)c1ccc(C)cc1
74,CN1C=C(B2C3CCCC2CCC3)c2ccccc12
75,CC[Si](CC)(CC)OC(C(N1CCOC1=O)C(=C)B1OC(C)(C)C(C)(C)O1)c1ccncc1
76,Cc1ccc(B(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(c1)N1c2ccc(cc2c2cc(ccc12)C(C)(C)C)C(C)(C)C
77,CC1(C)OB(OC1(C)C)C=CN1c2ccccc2c2ccccc12
78,c1ccc2c(c1)N1c3cccc4N5c6ccccc6c6ccccc6c6cccc(B(c7cccc(c8ccccc28)c17)c34)c56
79,Cc1cc(C)c(B(C2=C3C=CCC4N3C(=C2)c2ccccc42)c2c(C)cc(C)cc2C)c(C)c1
80,CC(C)c1cccc(C(C)C)c1N1C(BN(C)C2N(c3c(cccc3C(C)C)C(C)C)C(C)(C)CC2(C)C)C(C)(C)CC1(C)C
81,CC(C)(C)c1ccc2Oc3cccc4N5c6cc7N(c8ccccc8)c8ccccc8c7cc6c6cccc(B(c2c1)c34)c56
82,CC(C)(C)c1ccc2N3c4ccc5c6N(c7ccccc7C5(c5ccccc5)c5ccccc5)c5cc7c(Sc8ccccc78)cc5B(c5cc(cc(c2c1)c35)C(C)(C)C)c46
83,OB(O)c1ccc(Cl)nc1
84,CC(C)c1cccc(C(C)C)c1c1cccc(c1N=CB1OC(C)(C)C(C)(C)O1)c1c(cccc1C(C)C)C(C)C
85,COc1ccc2NC=C(B3OC(C)(C)C(C)(C)O3)c2c1
86,CC(C)(C)c1ccc2Oc3cc(cc4N5c6ccc(cc6c6cc(cc(B(c2c1)c34)c56)C(C)(C)C)C(C)(C)C)N1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc12
87,CN1C=C(C)B(C(=C1)C)c1c(C)cc(C)cc1C
88,OB(C1CCCCC1)C(NC(=O)C(F)(F)F)(C1CCCCC1)C1CCCCC1
89,OB(O)c1ccccc1CN1CCOCC1
90,c1ccc2c(c1)N(c1ccccc21)c1cccc(N2c3ccccc3c3ccccc23)c1B1c2cccc3ccc4ccc5cccc1c5c4c23
91,CC1(C)OB(OC1(C)C)c1cnc(Cl)c(F)c1
92,CN1C2=C(SC=C2)B(c2ccccc2)C2=C1c1ccccc1S2
93,CC(B1OC(C)(C)C(C)(C)O1)C1(NS(=O)(=O)c2ccccc12)c1ccccc1
94,CCN(Cc1ccccc1B(O)O)c1cccc2ccccc12
95,CC1(C)OB(OC1(C)C)C1C(N(C(=O)C2CCCN2)c2ccccc12)c1ccccc1
96,CN(C)c1cccc2cccc(B(c3c(C)cc(C)cc3C)c3c(C)cc(C)cc3C)c12
97,Clc1cc(Cl)c(B2c3ccccc3Nc3ccccc23)c(Cl)c1
98,CC1(C)OB(OC1(C)C)c1cccc(N)c1
99,O1c2ccccc2N(c2cc3N4c5ccccc5c5cccc(B6c7cccc8c9ccccc9N(c(c2)c36)c78)c45)c2ccccc12
100,CC(C)(C)C1=CCN2C(C1B1OC(C)(C)C(C)(C)O1)c1ccccc1C2=O
101,N1B(ON=C1c1ccccc1)C1=CN2C=CC=CC2=C1
102,Cc1ccc(cc1)N=C(N(B1OC(C)(C)C(C)(C)O1)c1ccc(C)cc1)P(c1ccccc1)c1ccccc1
103,CC(C)(C)C(=O)N1CC(CC2CCCCC12)B1OC(C)(C)C(C)(C)O1
104,CC1(C)OB(OC1(C)C)C1=Cc2ccccc2NC1
105,CN(C)C(=Nc1ccccc1B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)N(C)C
106,CN1C(N(C)c2ccccc12)C(B1C2CCCC1CCC2)=P(c1ccccc1)(c1ccccc1)c1ccccc1
107,COC(=O)C1C(NC(C)(C1B1Nc2ccccc2C(N1S(=O)C(C)(C)C)c1ccccc1)C(=O)OC)C1=CC=CO1
108,CC(C)(C)C(=O)N1C=CC(=C1B1OC(C)(C)C(C)(C)O1)c1ccccc1
109,CC(C)(C)OC(=O)N1CC(B2OC(C)(C)C(C)(C)O2)C(C)(C1)c1ccccc1
110,CN1Cc2ccccc2B(O)Oc2c(Cl)cc3c(Oc4cc(O)c(Cl)cc4C43OC(=O)c3ccccc43)c2C1
111,FC(F)(F)c1cc(c(B2CN(Cc3ccccc3)C(=C2c2ccccc2)c2ccccc2)c(c1)C(F)(F)F)C(F)(F)F
112,Cc1ccc(cc1)N=Nc1ccccc1B(O)O
113,CC1(C)OB(OC1(C)C)C1=CN(CC#C)c2ccccc12
114,CN(C)c1ccc(N=Nc2ccc(C)cc2)c(c1)B(O)O
115,CC1(C)OB(OC1(C)C)C1=CNc2cccc(F)c12
116,CC1C(CN(C(=O)Oc2ccccc2)c2ccccc12)B1OC(C)(C)C(C)(C)O1
117,CC(C)(C)c1ccc2N3c4ccc(c5ccc(cc5)[Si](c5ccccc5)(c5ccccc5)c5ccccc5)c5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C
118,CC(C)N=C1N(B(Cl)c2ccccc2c2ccccc12)C(C)C
119,CCCC(CC)B1CN(C(=O)C(C)(C)C(=O)N1c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
120,Cc1cc(C)c(B(c2cccc(c2)N2C(=O)c3cccc4cccc(C2=O)c34)c2c(C)cc(C)cc2C)c(C)c1
121,CC1CN(CCCB1c1c(F)c(F)c(F)c(F)c1F)c1ccccc1
122,CC(C)(C)C(=O)OC1CN(CC1B1OC(C)(C)C(C)(C)O1)C(=O)C(C)(C)C
123,CC(C)(C)OC(=O)N1C=CC=C1B(O)O
124,Cc1cc(C)c(B(c2cccc3cccnc23)c2c(C)cc(C)cc2C)c(C)c1
125,CC(C)c1cc(C(C)C)c(B2NC(=CC=C2C2=CC=C(N2)c2ccccc2)c2ccccc2)c(c1)C(C)C
126,Cc1cccc(C)c1N(c1ccc(cc1)c1ccccc1)c1cc2N(c3ccc(cc3B3c4cc(ccc4N(c(c1)c23)c1c(C)cccc1C)c1ccccc1)c1ccccc1)c1c(C)cccc1C
127,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1ccc(cc1)N1c2ccccc2c2ccccc12
128,CC(=O)CCCCCC(=O)Nc1cccc(c1)B1OC(C)(C)C(C)(C)O1
129,CN1N=C(B2OC(C)(C)C(C)(C)O2)C(=C1C(F)(F)F)Br
130,COB(O)c1ccccc1C1=CN(Cc2ccccc2)N=N1
131,Cc1cccc(N2c3ccccc3Sc3ccccc23)c1B1c2cccc3ccc4ccc5cccc1c5c4c23
132,S1c2ccccc2N2c3cccc4N5c6ccccc6Sc6cccc(B(c7cccc1c27)c34)c56
133,OB1OC(N2CCOCC2)c2ccccc12
134,CC(C)c1ccccc1N1B(N(C(C1c1ccccc1)c1ccccc1)c1cc(ccn1)c1c(cccc1c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1cc(cc(c1)C(C)(C)C)C(C)(C)C)[Si](C)(C)c1ccccc1
135,Cc1cccc(C)c1N1CB(C=C1c1ccccc1)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F
136,CC1(C)OB(CCN2CCCC2=O)OC1(C)C
137,OB(O)c1cccc(c1)N=Cc1cc(I)cc(I)c1O
138,CC(C)N=C1N(B(c2ccccc2c2ccccc12)c1c(C)cc(C)cc1C)C(C)C
139,CC(C)(C)OC(=O)N1C(CC(B2OC(C)(C)C(C)(C)O2)C1c1ccccc1)c1ccccc1
140,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1ccc(cc1)C12CC3CC(CC(C3)C1)C2
141,Cc1ccc(cc1)N(c1ccc(C)cc1)c1cc2N(c3ccc(C)cc3)c3ccc(C)cc3B3c4cc(C)ccc4N(c4ccc(C)cc4)c(c1)c23
142,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1cccc2c3ccccc3C3(c4ccccc4Oc4ccccc34)c12
143,Cc1ccc(Oc2cc3N(c4ccc(C)cc4)c4ccc(C)cc4B4c5cc(C)ccc5Oc(c34)c2c2ccccc2C)cc1
144,CCC1CCN(CC1B1OC(C)(C)C(C)(C)O1)S(=O)(=O)c1cccc2cccnc12
145,CN(C)c1cccc(B2OC(C)(C)C(C)(C)O2)c1c1ccccc1P(C1CCCCC1)C1CCCCC1
146,CCN(CC)C1=C(C)B(N2C(C)(C)CCCC2(C)C)C21c1ccccc1c1ccccc21
147,CC(=C)C=CCC(=CB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)N1C(C)(C)CCCC1(C)C
148,CC1(C)OB(OC1(C)C)C(=CN1CCOC1=O)c1ccc(F)cc1
149,CC1(C)OB(OC1(C)C)c1ccccc1NC(=O)C(F)(F)F
150,CC(C)(C)c1cc2B3c4cc(cc5c6cc(cc7c6N(c45)c4c(cc5c(N6c2c(c1)c1cc(cc(c61)C15c2ccccc2c2ccccc12)C(C)(C)C)c34)C17c2ccccc2c2ccccc12)C(C)(C)C)C(C)(C)C
151,OB(O)c1ccc(nc1)C(F)(F)F
152,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1ccc2c([Se]c3ccccc3C2=O)c1
153,Cc1cc(C)c(B(c2cc(N)cc(N)c2)c2c(C)cc(C)cc2C)c(C)c1
154,C[Si]1(C)c2ccccc2N2c3cccc4N5c6ccccc6[Si](C)(C)c6cccc(B(c7cccc1c27)c34)c56
155,CN1C=C(C)B(C#Cc2ccccc2)C(=C1)C
156,N1B(ON=C1C1=CC=CS1)c1ccccc1
157,CCOC(=O)c1nc(C)c2COCc2c1B1N(C(C)C)c2ccccc2C=C1Br
158,CN(C1=C(B(O)c2cccc3cccc1c23)c1ccccc1)S(=O)(=O)c1ccc(C)cc1
159,O1c2ccccc2N2c3cccc4N5c6ccccc6Oc6cccc(B(c7cccc1c27)c34)c56
160,CC1(C)OB(OC1(C)C)c1cccc2C=CNc12
161,Cc1cc(C)c(B(c2cc(cc(c2)N2C(=O)c3cccc4cccc(C2=O)c34)N2C(=O)c3cccc4cccc(C2=O)c34)c2c(C)cc(C)cc2C)c(C)c1
162,CC(C)c1cccc(C(C)C)c1c1cccc(c1N1C(B(C2CCCCC2)N(C1=O)C(C)(C)C)C1CCCCC1)c1c(cccc1C(C)C)C(C)C
163,Cc1ccc2c(NC=C2B2OC(C)(C)C(C)(C)O2)c1
164,OB1c2ccccc2Nc2ccccc12
165,CCC1B(C(C)CN1c1ccccc1)c1c(F)c(F)c(F)c(F)c1F
166,CC(C)(C)OC(=O)N1CCCC1B1OC(C(O1)c1ccccc1)c1ccccc1
167,CN1N=CC(=C1[Si](C)(C)C)B(O)O
168,Cc1ccc(cc1)N(c1ccc(C)cc1)c1cc2N(c3ccc(C)cc3)c3ccc(C)cc3B3c4cccc5c4N(c4ccccc4C45c5ccccc5c5ccccc45)c(c1)c23
169,CCOC(=O)C1=C(C)C(=C(N1)B1OC(C)(C)C(C)(C)O1)C
170,CC(C)N1B2C3CCCC(CCC3)C2N(C(C)C)C2(C)CCC1C2(C)C
171,CC1N(B(c2ccccc2)c2ccccc12)C(C)(C)C
172,Cc1ccc(cc1)S(=O)(=O)N1CC(=C(C(=C(C1)c1ccccc1)CCl)c1ccccc1)B1OC(C)(C)C(C)(C)O1
173,CC(C)(C)c1ccc2Oc3c(cc(N4c5ccc(cc5c5cc(ccc45)C(C)(C)C)C(C)(C)C)c4Oc5ccc(cc5B(c2c1)c34)C(C)(C)C)N1c2ccc(cc2c2cc(ccc12)C(C)(C)C)C(C)(C)C
174,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)c1cccc2c3ccccc3C3(c4ccccc4Cc4ccccc34)c12
175,Cc1ccc(cc1)N=C(N(B(C(=C)[Si](C)(C)C)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F)c1ccc(C)cc1)P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
176,CC(C)C(NS(=O)C(C)(C)C)B1OC2CC3CC(C3(C)C)C2(C)O1
177,Cc1cccc(N2c3ccccc3C(C)(C)c3ccccc23)c1B1c2ccccc2Cc2ccccc12
178,CC(C)(C)OC(=O)Nc1ccc(Br)cc1B1OC(C)(C)C(C)(C)O1
179,CC(C)N(B1NCc2ccccc12)C(C)C
180,Cc1ccc(cc1)N(c1ccc(C)cc1)c1cc2N(c3ccc(C)cc3)c3ccc(C)cc3B3c4cc(cc5c6cc(ccc6N(c(c1)c23)c45)C(C)(C)C)C(C)(C)C
181,CC(C)(C)S(=O)N1B(Nc2ccccc2C1c1ccccc1)C1C(Cc2ccccc2)ON(C1C(=O)c1ccccc1)c1ccccc1
182,Cc1cc(C)c(B(c2ccccc2N2c3ccccc3c3ccccc23)c2c(C)cc(C)cc2C)c(C)c1
183,CN(C)c1ccc(C=Cc2cccc(C)n2)c(c1)B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
184,CC(C)c1cccc(C(C)C)c1N(C=Nc1ccccc1)B1OC(C)(C)C(C)(C)O1
185,Cc1ccc2NC=C(B3OC(C)(C)C(C)(C)O3)c2c1
186,C[Si](C)(B1N(C(C(N1c1ccccc1C12CC3CC(CC(C3)C1)C2)c1ccccc1)c1ccccc1)c1ccccn1)c1ccccc1
187,COB(c1ccccc1N(C)C)c1ccccc1N(C)C
188,CC(C)CC(NC(=O)CC(NC(=O)C1CCCc2ccccc12)c1cccc(F)c1)B1OC(C)(C)C(C)(C)O1
189,CC(C)(C)C1CCN(CC1B1OC(C)(C)C(C)(C)O1)S(=O)(=O)c1cccc2cccnc12
190,CN1C=C(C)B(Oc2ccccc2)C(=C1)C
191,Nc1cccc(c1)B(O)O
192,CCOC(=O)c1ccc(cc1)c1c(N)c2ccccc2cc1B1OC(C)(C)C(C)(C)O1
193,c1ccc(cc1)N1c2cccc3N(c4ccccc4)c4cccc5N(c6ccccc6)c6cccc1c6B(c23)c45
194,COC(=O)C1ON(C(C1B1OC(C)(C)C(C)(C)O1)C(=O)c1ccccc1)c1ccccc1
195,OB1OC(N2CCN(CC2)c2ccc(F)cc2)c2ccccc12
196,Cc1cccc(C)c1N1C(C=Cc2ccccc2)B(C=C1c1ccccc1)c1c(cc(cc1C(F)(F)F)C(F)(F)F)C(F)(F)F
197,OB(O)c1ccc(cc1N(=O)=O)C(O)=O
198,COc1ccc(cc1)N1N=C(C=C1B1OC(C)(C)C(C)(C)O1)C(F)(F)F
199,CC(C)(C)c1ccc2N3c4cc(cc5N6c7ccc(cc7c7cc(cc(B(c8cc(cc(c2c1)c38)C(C)(C)C)c45)c67)C(C)(C)C)C(C)(C)C)N1c2ccccc2P(=O)(c2ccccc2)c2ccccc12
200,CC(C)(C)c1cc(c(N=C2B(N([Si](C)(C)C)[Si](C)(C)C)c3ccccc23)c(c1)C(C)(C)C)C(C)(C)C
201,CC(C)(C)c1ccc2N(c3ccc4c(c3)B(c3cc(ccc43)N3c4ccc(cc4c4cc(ccc34)C(C)(C)C)C(C)(C)C)c3c(cc(cc3C(C)(C)C)C(C)(C)C)C(C)(C)C)c3ccc(cc3c2c1)C(C)(C)C
202,CC(C)(C)c1ccc2N3c4cccc5N6c7ccccc7c7c6c(cc6c7c7ccccc7C6(C)C)B(c6cc(cc(c2c1)c36)C(C)(C)C)c45
203,Cc1ccc(cc1)S(=O)(=O)N1CC2=C(c3ccccc13)c1cccc3cccc(B2c2c(C)cc(C)cc2C)c13
204,CCCN1c2ccccc2C(C)(CC=C)C1(Cc1ccccc1)B1OC(C)(C)C(C)(C)O1
205,CC(C)(C)c1ccc2N(c3ccc(cc3c2c1)C(C)(C)C)c1cc2N3c4ccc(cc4c4cc(cc(B5c6ccccc6N6c7ccccc7c1c6c25)c34)C(C)(C)C)C(C)(C)C
206,CCN1N=CC(=C1[Si](O)(c1ccccc1)c1ccccc1)B(O)O
207,COc1ccc(cc1)c1cc(B2OC(C)(C)C(C)(C)O2)c(OC)nn1
208,CC(C)(C)[Si](C)(C)Oc1c2ccccc2c(NC(=O)OCc2ccccc2)c(C2=CCCCC2)c1B1OC(C)(C)C(C)(C)O1
209,Cc1cc(C)c(B2c3cc(cc4c5cc(ccc5N(N5c6ccc(cc6c6cc(cc2c56)C(C)(C)C)C(C)(C)C)c34)C(C)(C)C)C(C)(C)C)c(C)c1
210,CC(C)c1cccc(C(C)C)c1c1cccc(c1NC(B(O)C1CCCCC1)C1CCCCC1)c1c(cccc1C(C)C)C(C)C
211,CC(C)c1cccc(C(C)C)c1N1B(c2ccccc2)c2ccccc2C1C
212,CC1(C)CCCC(C)(C)N1c1ccccc1B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
213,Cc1ccccc1NCc1ccccc1B(O)O
214,CC(C)c1cccc(C(C)C)c1N1C(B(N)c2c(C)c(C)cc(C)c2C)C(C)(C)CC1(C)C
215,CN1c2ccccc2C(C)(CC=C)C1(B1OC(C)(C)C(C)(C)O1)c1ccccc1
216,CC(C)(C)c1ccc2N3c4cccc5Oc6c(cc(cc6C(C)(C)C)C(C)(C)C)B(c6cc(cc(c2c1)c36)C(C)(C)C)c45
217,OB1OCc2cccc(CN3CCOCC3)c12
218,Cc1cc(C)c(B(c2cc(cc(c2)c2ccc3N(c4ccccc4Sc3c2)c2c(C)cc(C)cc2C)N2c3ccccc3Sc3ccccc23)c2c(C)cc(C)cc2C)c(C)c1
