,SMILES
34,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cccc4c2C2(c5ccccc5Sc5ccccc52)c2ccccc2-4)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
35,Cc1cccc(C)c1N1C=CB(Cc2c3ccccc3c(Br)c3ccccc23)C=C1
36,CC1(C)CC2(CCCCC2)C(B([O-])N2c3ccccc3[Se]c3ccccc32)B1C(=O)c1ccc(Br)cc1
37,CC(C)(C)B(Cc1cccc(F)c1N1OC(C)(C)C(C)(C)O1)c1ccccc1C(F)(F)F
38,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1cc3c(c4c5ccccc5n-2c14)-c1ccccc1C3(C)C
39,CC(C)(C)c1ccc2c(c1)-c1cc(C(C)(C)C)ccc1B2n1c(=NO)c2cccc3cccc1c32
40,CC(C)(C)c1ccc2c(c1)B1c3c(cccc3-n3c4ccccc4c4cccc1c43)O2
41,[H]N(C)c1c(C(=O)B2c3ccccc3-c3ccccc32)cccc1C(=O)N(C(=O)c1ccc(Br)cc1)c1c(C(C)(C)C)cc(C(C)(C)C)cc1C(C)(C)C
42,CN1C(=O)OB2C3CCCC(CCC3)C21
43,c1ccc(-c2ccccc2C(N2OC(c3ccccc3)C(c3ccccc3)O2)C2(B3c4ccccc4-c4ccccc43)CC2)cc1
44,b1c2cccc3oc4cccc5oc6cccc1c6n(c23)-c45
45,CN(C=BO)N1c2ccccc2[Si](c2ccccc2)(c2ccccc2)c2ccccc21
46,Cc1cc(C)c2c(c1)-c1cc(C)cc(C)c1N2c1cc(B2c3ccc(C(C)(C)C)cc3-c3cc(C(C)(C)C)ccc32)c2oc3ccc(C(C)(C)C)cc3n3c4cc(C(C)(C)C)ccc4oc1c2-3
47,CC(C)OC(=O)C1c2ccc(Br)cc2N(c2ccc(C(F)(F)F)cc2)C1B1OC(C)(C)C(C)(C)O1
48,CC1(C)c2ccccc2N(C2CC2B(C#Cc2ccccc2)S(C)(=O)=O)c2ccccc21
49,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1ccc(-c2ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc2)c2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
50,CCC1=C(CC)N(c2c(C)cccc2C)CB1c1c(F)c(F)c(F)c(F)c1F
51,CC1(C)c2ccccc2Oc2ccc(B(C(CCc3ccccc3)C(c3ccccc3)N3OC(C)(C)C(C)(C)O3)P(=O)(c3ccccc3)c3ccccc3)cc21
52,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cccc(F)c2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
53,CB(c1cc(O)ccc1N1c2ccccc2-c2ccccc21)[Si](C)(C)C
54,CC(C)c1cc(C(C)C)c(N(c2cccc(B3CCCC3)c2)c2c(F)c(F)c(F)c(F)c2F)c(C(C)C)c1
55,COc1bc(C)c(Br)cc1N1Oc2ccccc2O1
56,[H]N(c1c(C)cc(C)cc1C)c1c(N2OC(C)(C)C(C)(C)O2)c2oc3ccccc3b3c4ccccc4oc(c1N(c1ccccc1C(F)(F)F)[Si](C)(C)c1ccccc1)c2-3
57,COc1ccc(CN(c2cc(B(C)c3ccc(-c4ccccc4)cc3)ccc2P(C(C)C)C(C)C)C(C)(C)C)cc1
58,Cc1cc2c3c(c1)N(C(=O)C(F)(F)F)c1ccccc1B3c1ccccc1N2C#Cc1ccccc1
59,b1cccc1N1C2CCCC1CCC2
60,CC(C)(C)C(C)(B1CCOCC1)N1c2ccccc2-c2ccccc21
61,C#CCB1C(N2CCCCC2)C2(C)CCC1(C)CC2C
62,[H]B(c1c(C)cccc1C)S(=O)(=O)B(CCC)C(c1ccccc1)C(CCc1ccccc1)N1c2ccccc2CCc2ccccc21
63,COC(=O)C1B(c2ccccc2)C(c2ccccc2)C(C(=O)OC)C1N1B(C)c2cccc3cccc(c23)B1O
64,CC1(C)OB(c2ccc3c(c2)nc2cc(N(O)Cl)ccc23)OC1(C)C
65,C=CC(=O)N(C(=O)Oc1ccccc1)c1cc(B(C)C)cc(B2c3ccccc3Sc3ccccc32)c1
66,CC(B1C(=O)C2CCCN12)C1(c2ccccc2)c2ccccc2OS(=O)(=O)N1C(=O)C(C)(C)C
67,CC(C)(C)c1ccc2b3c4c(cc(C(C)(C)C)cc4c2c1)B1c2c-3cc(-c3ccc(N4C(=O)C5CCCN54)cc3)cc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc1c32
68,Cc1cc(C)c(B2B(c3c(C)cccc3C)C(=S)N(c3ccccc3)c3ccccc32)c(C)c1
69,Cc1cc(C)c(C)c(N2C(C)(C)CC(C)(C)C2(B(c2ccc(Br)cc2)c2c(C(C)C)cc(C(C)C)cc2C(C)C)c2ccccc2)c1C
70,[H]B1CC(N(C(=O)C(F)(F)F)c2c(C)cc(C)cc2C)C(C)(c2ccccc2)C1
71,C=CCC1(C)c2ccccc2B(C(C)C)C1(c1ccccc1)N([O-])c1c(C)cc(C)cc1C
72,CC(=O)B=c1b(N2OC(C)(C)C(C)(C)O2)c2ccccc2c1=BCl
73,COc1c(C23CC4CC(CC(C4)C2)C3)cc(-c2ccc(-c3ccccc3)cc2N(C#CC(C)(C)C)c2cccc(C)c2B2c3ccc(C(C)(C)C)cc3C(C)(C)c3cc(C(C)(C)C)ccc32)cc1C12CC3CC(CC(C3)C1)C2
74,[H]B1c2cc(B3CCCCC3)ccc2B(c2c(C(C)C)cccc2C(C)C)c2ccc(N3CCCCC3)cc21
75,CC1(N(C#Cc2ccccc2)C2CCCCC2)CCB(c2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)C1c1ccccc1
76,CCCC1=C(N(c2ccccc2)c2c(C)cccc2C)c2ccccc2B(=Cc2cc(I)cc(I)c2O)O1
77,Fc1nbcc1N1CCSCC1
78,CC1(C)ON(c2ccc3c(c2)B2C(=O)CC4OCCC5=CB6CCC37C6CC5C4C27)OC1(C)C
79,CC(C)c1cccc2c1N1C(C)(C)CC(C)(C)C1(C(C)C)B2B1Oc2ccccc2O1
80,CC=C1C(B(c2c(C)cc(C)cc2C)C(C)(C)C)C(C)B(P(C(C)(C)C)C(C)(C)C)N1Cc1ccccc1
81,CC(=O)N(c1ccc(C(C)(C)C)cc1)c1cc2c3c(c1)N(O)c1c(sc4ccc(C(C)(C)C)cc14)N3c1sc3ccc(C(C)(C)C)cc3c1B2c1c(C)cccc1C
82,[H]N1c2cc(B(C(=O)c3cc(Cl)c(Cl)c(Cl)c3Cl)C(C)C)cc3c2N(c2sc4ccccc4c2B3C(C(=O)OC)C(C)C)c2sc3ccccc3c21
83,COc1ccc2bcc(N(C)OC)c2c1
84,c1ccc(N2Cc3ccccc3N2B2c3ccccc3Sc3ccccc32)cc1
85,c1ccc2c(c1)Oc1cccc3c1N2c1cccc2c1B3c1cccc3c1N2c1ccccc1O3
86,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)Oc1cc(-c3ccc4c(c3)P(=O)(c3ccccc3)c3ccccc3-4)cc3c1B2c1cc(C(C)(C)C)cc2c4cc(C(C)(C)C)ccc4n-3c12
87,[H]B(c1ccc(-c2ccccc2)cc1)C1(c2ccccc2)C(C2C=CCCC2)c2ccccc2N1c1ccccc1C(C)C
88,CC1(C)ON(C2C(c3ccccc3)CB(c3ccc(F)cc3)C2c2ccccc2)OC1(C)C
89,Cc1cc(C)c(N2c3ccc(C)cc3N3c4cc(C)ccc4N(S(=O)(=O)C4CC4)c4cc(B(C(=O)c5cc(Cl)c(Cl)c(Cl)c5Cl)c5c(C(C)C)cccc5C(C)C)cc2c43)c(C)c1
90,[H]B(c1cc2c3c(c1)-n1c4ccccc4c4cccc(c41)N3c1ccccc1B2c1c(C)cc(C)cc1C)S(=O)(=O)c1ccccc1
91,COc1c(C23CC4CC(CC(C4)C2)C3)cc(-c2ccc(-c3ccccc3)cc2N2c3cc(C)c(B(O)c4ccccc4)c(C)c3B(c3c(C)cccc3C)C2c2ccc(C(F)(F)F)cc2)cc1C12CC3CC(CC(C3)C1)C2
92,CC(C)c1cccc(C(C)C)c1B1c2ccc(C(C)(C)C)cc2B2c3cccc4c3N(c3ccccc3C4(C)C)c3cccc1c32
93,CC(C)(C)c1cc(-c2cccc(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3)c2-c2ccnc(B3C(c4ccccc4)C(c4ccccc4)B(c4ccc(Cl)cc4)N3C(=O)OCc3ccccc3)c2)cc(C(C)(C)C)c1
94,CC(C)(C)c1cc(-c2ccc(B3CCOCC3)cc2)c2b3c4c(cc(C(C)(C)C)cc4c2c1)N1c2c-3cccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc1c32
95,COc1ccc(S(=O)(=O)B2N(C(=Nc3ccc(C)cc3)c3ccccc3)OCC2(C)C)cc1
96,CC(C)(C)C(=O)B1c2ccccc2N(Cc2ccccc2)c2ccccc21
97,CC1(C)OB(c2cccc(N3OCCO3)c2-c2ccccc2P(C2CCCCC2)C2CCCCC2)OC1(C)C
98,[H]B([O-])C1=Cc2ccccc2N(c2c(C(C)(C)C)cc(C(C)(C)C)cc2C(C)(C)C)C1
99,Cc1cc(C)c(C)c(B(c2c(F)ccc3ccnc23)C(c2ccccc2)c2ccccc2)c1C
100,C=C(B(C)c1c(C)cc(C)cc1C)C1CN(C(C)=O)C(C(C)C)CB1c1ccccc1
101,CB(c1ccc(C(C)(C)C)cc1)C1C=C(C)CC2CCCCC21N(c1ccccc1)c1c(C)cc(C)cc1C
102,[H]N(C(=O)C(C)(C)C)C1C(=CCc2ccccc2)B(C)B(c2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)C1Cc1ccccc1
103,Cc1ccc2c(c1)N(C)c1cc(C)cc3c1b-2c1ccc(C)cc13
104,CC(C)(C)B(C=C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1Cl)c1ccccc1
105,[H]B(c1ccc(Cl)cc1)C(C)C(c1ccc(Br)cc1)N(Cc1ccccc1)c1ccccc1
106,COc1ccc(B2c3ccccc3[Se]c3ccccc32)c(OC)n1
107,[H]N1B(c2c(C(C)C)cccc2C(C)C)OB=C1C
108,CCS(=O)(=O)N1C(=O)OB(c2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)C1C1CCCCC1
109,CC(C)(C)c1cc(C(C)(C)C)c(N2CCCC(B3c4ccccc4Oc4ccccc43)C2)c(C(C)(C)C)c1
110,Cc1ccc(N(c2ccccc2)c2ccc(C(C)(C)C)cc2)c(B2OC(C)(C)C(C)(C)O2)c1
111,[H]N(C1=C(C)B(B2OC(c3ccccc3)C(c3ccccc3)O2)C12c1ccccc1-c1ccccc12)S(=O)(=O)c1ccc(C)cc1
112,COB(C=C(c1ccc(F)cc1)N(C)c1ccc(Br)cc1)c1ccc(C)cc1
113,CCOC(=O)c1ccc(-c2c(N3C(C)(C)CCCC3(C)C)cc3ccccc3c2B2Oc3ccccc3O2)cc1
114,b1cc(N2C3CCCC2CCC3)ccc1-c1ccccc1
115,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc2c(c4c1B3c1cc(C(C)(C)C)cc3c5cc(C(C)(C)C)ccc5n-4c13)-c1ccccc1C21c2ccccc2-c2ccccc21
116,COc1ccc(B2C3CCC(C)(N(C(C)(C)CC(C)(C)C)C4C5CCCC(CCC5)N24)C3(C)C)cc1
117,CC1(C)ON(C2CB(c3c(C(F)(F)F)cc(C(F)(F)F)cc3C(F)(F)F)C(=O)C2c2ccccc2)OC1(C)C
118,[H]B1c2cc(Cl)ccc2B(C(=O)OC(C)(C)C)N1c1ccccc1
119,c1ccc2c(c1)Sc1cccc3c1B2c1cccc2c4ccccc4n-3c12
120,O=P(B(c1ccccc1)C1(c2ccc(Cl)c(Cl)c2)CC1N1C2CCCC1CCC2)(c1ccccc1)c1ccccc1
121,Fc1ccc(N2B(c3ccc4ccccc4n3)B=Cc3ccccc32)cc1
122,CC(C)(C)c1ccc2c(c1)-c1cc(C(C)(C)C)ccc1N2C1CCCB2=N1C(=O)N(O)C2=O
123,CC(C)(C)B(C1B([Si](C)(C)C)C(C)(C)CC1(C)C)N(C(=O)C(C)(C)C)C1B(Br)C(C)(C)CC1(C)C
124,COC(=O)C1C(c2ccco2)N(c2c(C)cccc2C)C(C)(C(=O)OC)C1B1B(C(=O)C=Cc2ccccc2)C(c2ccccc2)c2ccccc2B1S(=O)(=O)c1ccc(OC)cc1
125,CB(C(=O)OCc1ccccc1)c1cnnc1[Si](C)(C)O
126,b1cc(N2Oc3ccccc3O2)cn1
127,[H]N(c1ccccc1)C(CB1OC(C)(C)C(C)(C)O1)Cc1ccccc1
128,COc1ccc(-c2cc(B(Cc3ccccc3)c3ccccc3F)c(OC)bn2)cc1
129,CC(C)C=CC(C)(C)C1(C)OB(C2=C(c3ccccc3)N([Si](C)(C)C)C3(c4ccccc4)C(c4ccccc4)=C(c4ccccc4)C23N2CCOC2=O)OC1(C)C(C)(C)C=CC(C)C
130,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cccc2c1B3c1ccc3c4c1N2c1ccccc1C4(C)c1ccccc1-3
131,CC1=C(C)N(c2ccc(C(C)(C)C)cc2)CB1C(C)(C)C
132,Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2N2OC(Cc3ccccc3)C(B3N(C(=O)C=Cc4ccccc4)c4ccccc4C(c4ccccc4)N3C(=O)Cc3ccccc3)C2C(F)(F)F)c(C)c1
133,CC(C)(C)c1cc2c3c(c1)B(c1ccccc1)c1ccc4ccccc4c1N3c1ccccc1B2O
134,[H]B(c1ccc(C)cc1)C1(c2ccccc2)C(C(CC(C)(C(=O)OCC)C(=O)OCC)c2ccccc2)c2ccccc2N1c1ccccc1C12CC3CC(CC(C3)C1)C2
135,COc1ccc(S(=O)(=O)B(c2c(N3c4ccccc4Oc4ccccc43)cccc2N2c3ccccc3-c3ccccc32)C(C)(C)C)cc1
136,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cccc4c2C2(c5ccccc5[Se]c5ccccc52)c2ccccc2-4)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
137,CC(C)c1ccccc1N(c1cccc(-c2cc3c4c(c2)-n2c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(c52)B4c2cc(C(C)(C)C)cc4c5cc(C(C)(C)C)ccc5n-3c24)c1)c1ccccc1C12CC3CC(CC(C3)C1)C2
138,[H]N(Cc1ccccc1Br)c1cc(OCc2ccccc2)ccc1B1c2ccc(C(C)(C)C)cc2-c2cc(C(C)(C)C)ccc21
139,CCCC(CC)N1B(c2c(C)cc(C)cc2C)C(C)c2ccccc21
140,CC(C)(C)C#CB(c1ccc(-c2ccccc2)cc1)c1cc(Br)ccc1N(O)C(=O)C(F)(F)F
141,COc1cc(N([O-])c2cccc3ccccc23)c(B2OCC(C)(C)CO2)cc1Cl
142,CC(C)(C)OC(=O)B(C(=O)C(C)(C)C)c1cccbc1C#N
143,B#Cc1ccc(N2C(C)(C)CCCC2(C)C)c(B(C(=O)c2ccccc2)[Si](C)(C)C)c1
144,CC1(C)OC2OC3COB(C4CCCN4P4(=O)C(c5ccccc5)CCC4c4ccccc4)OC3C2O1
145,CB1c2cc(C(C)(C)C)cc3c2B(c2cc4ccc5ccccc5c4cc2N3c2ccccc2)c2c1ccc1ccc3ccccc3c21
146,CS(=O)(=O)B1C(=O)B(O)C(C2CCCCC2)n12cccc1cccc(S(N)(=O)=O)c12
147,CC(C)(C)c1cc(C(C)(C)C)c(N(c2ccccc2)c2ccc3oc4cccc5oc6ccc(B7C(=O)C8CCCN78)cc6n(c3c2)-c54)c(C(C)(C)C)c1
148,CC(C)(C)C(=O)B(C1=NCB=C1I)c1cccc2ccccc12
149,CC(C)(C)c1ccc(-c2ccc3c(c2)b2c4c(c(-c5ccc(C(C)(C)C)cc5)ccc43)B3c4c-2cc(B2C(=O)CCC2=O)cc4-n2c4cc(-c5ccc(C(C)(C)C)cc5)ccc4c4ccc(-c5ccc(C(C)(C)C)cc5)c3c42)cc1
150,Cc1cccc(C)c1N1CC(C)CC(B2C3CCCC2CCC3)C1
151,[H]B1CC(N2C3CCCC2CCC3)=CCCOC(c2ccccc2)c2oc3ccccc3c21
152,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc4c(c2)C(c2ccccc2)(c2ccccc2)c2ccccc2-4)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
153,CB(c1cccc2ccccc12)c1cnc2ccccc12
154,CN(c1c(F)c(F)c(F)c(F)c1F)C(B(Cc1cc(I)cc(I)c1O)c1ccccc1)(C1CCCCC1)C1CCCCC1
155,FC(F)(F)c1cc(C(F)(F)F)c(B(c2ccccc2)c2nnc(C(F)(F)F)c2Br)c(C(F)(F)F)c1
156,[H]N([H])c1ccc(OC(=O)N(C)C(C)=O)cc1B1OC(C)(C)C(C)(C)O1
157,Cc1cc(C)c(N(C(=CB(c2cccc3ccccc23)S(C)(=O)=O)CC=CC(C)(C)C)c2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c(C)c1
158,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2ccc4c(c2)C(c2ccccc2)(c2ccccc2)c2cc(C(C)(C)C)cc5c6cc(C(C)(C)C)ccc6n-4c25)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13
159,[H]N(C#Cc1ccccc1)c1ccccc1B(C(=O)C(C)(C)C)C(C)(C)CC(C)(C)C
160,CN1c2ccccc2C(c2ccccc2)C1B1c2ccccc2Oc2ccccc21
161,C#CCN1CB(c2ccccc2F)C(c2ccccc2)=C1C=Cc1ccccc1
162,ON(c1ccccc1)c1nbcc1Cl
163,CC1(C)CCCC(C)(C)N1C(=C(B(c1ccccc1)c1cccc(-c2ccccc2)c1)c1ccccc1)[Si](C)(C)c1ccccc1
164,Cc1ccc(N(O)C(B2OC(C)(C)C(C)(C)O2)=C(B2C(=O)C3CCCN23)N2OC(C)(C)C(C)(C)O2)cc1
165,[H]B(C(=O)OC(C)(C)C)c1cc(C(=O)N(C(=O)c2ccccc2)C(=O)C(C)(C)C)ccc1C(=O)N(O)O
166,O=C(c1ccccc1)N1CC(B2c3ccccc3-c3ccccc3-c3ccccc32)CC2CCCCC21
167,CC1B(c2c(C(F)(F)F)cc(C(F)(F)F)cc2C(F)(F)F)c2ccc(F)cc2C1N1CCCC1
168,CC(C)c1cccc(C(C)C)c1-c1cccc(-c2c(C(C)C)cccc2C(C)C)c1B(c1ccccc1)c1cccc(N(S(=O)C(C)(C)C)S(=O)(=O)c2cccc3cccnc23)c1
169,CB(C(C)=O)N(C(=O)N1CCOC1=O)N(O)C(C)(C)C
170,CCC1CCN(c2c(C(C)C)cc(C(C)C)cc2C(C)C)CC1B1CCCCC1
171,COC(=O)C(B(c1ccccc1C(C)(C)C)c1nc(F)c(F)c(F)c1F)C(C)C
172,CCOC(=O)c1nc(B2C(=O)COCC2=O)c(C)c1C
173,b1c2cccc3cccc(c23)c2c1cnc1ccccc12
174,[H]B1c2cccc3c2N2c4c1cccc4C(C)(C)c1cccc(c12)C3(C)C
175,O=C1B(c2cccc3nccc23)C(=O)c2cccc3cccc1c23
176,C1=c2b(c3cc(B4C5CCCC4CCC5)ccc3c(-c3ccccc3)c2-c2ccccc2)N(c2ccccc2)c2ccccc21
177,CB1C(c2cccs2)=NON1c1c(F)c(F)c(F)c(F)c1F
178,[H]N(C(=O)CCCCCC(C)=O)c1nc(=CC(C)(C)C)p(-c2c(C(C)(C)C)cc(C(C)(C)C)cc2C(C)(C)C)c1B(C(=O)c1cc(Cl)c(Cl)c(Cl)c1Cl)[Si](C)(C)c1ccccc1
179,Fc1cnc(B2c3ccccc3CCc3ccccc32)c1F
180,COc1c(C23CC4CC(CC(C4)C2)C3)cc(-c2ccc(-c3ccccc3)cc2N2CB(c3c(C(F)(F)F)cc(C(F)(F)F)cc3C(F)(F)F)C=C2c2ccccc2)cc1C12CC3CC(CC(C3)C1)C2
181,COC(=O)C1ON(c2c(C)cccc2C)C(C(=O)c2ccccc2)C1B1C(C)(C)CCCC1(C)C
182,C=C(N1c2cc(N(Cc3ccccc3)C(=O)C(F)(F)F)cc3c2N(c2oc4ccccc4c2B3c2c(-c3c(C)cc(C)cc3C)cccc2-c2c(C)cc(C)cc2C)c2oc3ccccc3c21)[Si](C)(C)C
183,CCCCB(Cc1ccccc1B1Oc2ccccc2O1)C1c2ccccc2C(=O)N1C(Cc1ccccc1)c1ccccc1
184,C[Si]1(C)c2ccccc2N2c3cccc4c3B(c3cccc1c32)c1cccc2c1N4c1ccccc1[Si]2(C)C
185,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(N(Cl)Cl)cc2c1B3c1cccc3c4ccccc4n-2c13
186,C=C1CB(Cc2ccccc2)CC(=C)N1N(CC)c1ccc(C(C)(C)C)cc1
187,C[Si](C)(c1ccccc1)N(C1CCB(c2ccccc2)C1)S(=O)(=O)c1ccccc1
188,Cc1cc(C)c(C)c(N=C2B(B(O)C(=O)C(C)(C)C)c3ccccc32)c1C
189,[H]N(CCC)C1c2ccccc2B(=Cc2cc(I)cc(I)c2O)C1(c1ccccc1)c1ccc(OC)cc1
190,[H]B(CC(CCCCl)N(c1c(C)cccc1C)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
191,CC(C)(C)OC(=O)N1C=CB(O)N1C(=NS(=O)(=O)C1CC1)P=C=O
192,B1=C(B2c3ccccc3Sc3ccccc32)C=C2C1=NCN=C2c1ccccc1
193,FC(F)(F)c1bbc(N(Cc2ccccc2)c2ccccc2)c1
194,COc1ccc(C2C(B3C(C)(C)CCCC3(C)C)Cc3cc(OC)ccc3N2S(=O)(=O)c2ccc(C)cc2)cc1
195,[H]B(c1ccccc1-c1bbnc1)c1c(C)cc(C)cc1C
196,[H]N=C(c1ccccc1)N(B(c1c(C)cc(C)cc1C)c1cccc2ccccc12)c1ccc(F)cc1
197,Cc1ccc(S(=O)(=O)N(O)c2cccc(B(Cc3ccccc3Cl)c3c(C(C)C)cccc3C(C)C)c2N([O-])c2c(C)c(C)cc(C)c2C)cc1
198,[H]N(CC(C)(C)C)c1ccccc1C1C(C(=O)OCC)=C(C)B(c2ccccc2)C(=O)N1c1c(F)c(F)c(F)c(F)c1F
199,CC1(C)ON(c2c(-c3ccccc3)bc3cccc4cccc2c34)OC1(C)C
200,COC(=O)B(C(Cc1ccccc1)N1c2ccccc2-c2ccccc21)C(C)(C)C
