,SMILES
61,C[C@H](c1cccc2ccccc12)[*:1]
62,CC(C)(C)c1cc(C(C)(C)C)cc([*:1])c1
63,FC(F)(F)c1cc([*:1])ccc1Cl
64,Br[*:1]
65,c1cn(C[*:1])nn1
66,CC(C)(C)NC(=S)NC[C@@]12C[C@H]3C[C@@H](C1)C[C@](C[*:2])(C3)C2
67,C=C(C)[C@H](Cc1ccccc1)[*:2]
68,CC1(C)C[C@@](CO)(CN2CCCC2)Oc2c1cc(Cl)cc2[*:2]
69,c1ccc2c(c1)-c1ccccc1C2[*:4]
70,CC(C)(C)OC(=O)C[*:2]
71,CCOC(=O)[C@H]1[C@@H]([*:2])[C@H]2C=C[C@@H]1C2
72,COC(=O)c1ccccc1CS(=O)(=O)[*:2]
73,O=C(Nc1cccnc1)Nc1ccccc1[*:2]
74,CC(C)(C)[*:2]
75,S=C(NCCC[*:2])Nc1ccccc1
76,c1ccc(N2CCN(c3ccccc3)P2OCC[*:2])cc1
77,CN(C)C(=O)[*:1]
78,COCC[*:1]
79,CC(C)(O)C(=O)CC[C@@](C#N)(c1ccccc1)[*:1]
80,C/C(=N\c1c(C(C)C)cccc1C(C)C)[*:4]
81,Clc1cccc([*:2])c1Cl
82,CC(C)(C)CC(C)(C)[*:1]
83,C[Si](C)(C)OC(c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)(c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)[*:1]
84,c1ccc([*:6])c(-c2ccc3ccccc3c2)c1
85,C1CN(CC[*:2])CCO1
86,Fc1nc(F)c(F)c([*:1])c1F
87,Nc1cccc([*:2])n1
88,C=CCC1(CC=C)C(=O)N=C([*:1])NC1=O
89,CCC[*:1]
90,NS(=O)(=O)c1c(Cl)ccc([*:2])c1O
91,CCC(CC)(CC)[*:1]
92,O=P(Oc1ccccc1)(Oc1ccccc1)[C@H](CCc1ccccc1)[*:2]
93,CC(C)[C@H](NC(=O)OC(C)(C)C)[C@H](O)[C@@H](O)[*:1]
94,Clc1ccc([*:1])cc1
95,c1ccc2cc(-c3ccc([*:3])cc3)ccc2c1
96,c1ccc([Si](c2ccccc2)(c2ccccc2)[*:3])cc1
97,Cc1cc(C)c(S(=O)(=O)N[*:1])c(C)c1
98,C(C[*:2])[*:1]
99,O=C(N[C@H]1CCCC[C@H]1[*:1])[C@H]1CCCN1C(=O)NC1CCCCC1
100,Clc1cc(Cl)c([*:2])c(Cl)c1
101,S=C(Nc1ccccc1)[*:1]
102,c1nc([*:1])c2ncn(Cc3ccoc3)c2n1
103,Cc1cc(C)cc(C(c2cc3ccccc3c3ccccc23)[*:2])c1
104,CCCCCCCC(=O)[*:1]
105,Cc1ccc[n+]([O-])c1[*:1]
106,c1ccc(/N=C(\c2ccccc2)[*:1])cc1
107,O=C(c1ccc([N+](=O)[O-])cc1)[*:1]
108,CC(C)(C)c1cc([*:2])n(-c2ccccn2)n1
109,Cc1ccc(C)c([*:2])c1
110,S=C(Nc1cccc2ccccc12)N[C@@H]1CCCC[C@H]1[*:2]
111,Cc1cc([*:1])ccc1Br
112,COc1ccc(C[*:2])cc1
113,Cc1ccc(S(=O)(=O)/N=C(\O)[*:1])cc1
114,CCc1cc(CC)c(-c2cc3ccccc3c3c2OP(=O)([*:1])Oc2c(-c4c(CC)cc(CC)cc4CC)cc4ccccc4c2-3)c(CC)c1
115,CC(C)CC[*:1]
116,CN(C)c1ccc2ccccc2c1-c1c([*:2])ccc2ccccc12
117,CCN(CC)C(=O)[C@H](C[*:4])P(=O)(c1ccccc1)c1ccccc1
118,O[C@@H]1Cc2ccccc2[C@H]1[*:2]
119,COc1cc([N+](=O)[O-])ccc1[*:1]
120,O=C(C[*:3])c1ccccc1
121,c1ccc(-c2cc(-c3ccccc3)cc([*:1])c2)cc1
122,N#Cc1c(F)c(C#N)c([*:1])c(F)c1N=P(c1ccccc1)(c1ccccc1)c1ccccc1
123,c1cncc(C[*:2])c1
124,C1CC[C@@H]([*:3])[C@H]([*:1])C1
125,c1ccc(CC[*:2])cc1
126,Fc1c(F)c(F)c(NC[*:1])c(F)c1F
127,Cc1ccccc1N(c1ccccc1C)c1ccccc1C(=O)[*:2]
128,CCOC(=O)[C@H](Cc1ccccc1)[*:1]
129,C(CC[*:5])CC[*:6]
130,CCCCNC(=S)NCc1cccc(C[*:2])c1
131,CC1=C(C)[C@H](C)C([*:4])=C1C
132,c1c2c(c(C[*:3])c3c1[C@@H]1CC[C@H]3C1)[C@H]1CC[C@@H]2C1
133,COc1cc(C(=O)[*:2])cc(OC)c1OC
134,CNC(=S)Nc1cccc([*:2])n1
135,C=CCN(C)c1ccc(Cl)c(S(=O)(=O)[*:2])c1
136,Cc1cc(C)c(-c2cc(-c3c(C)cc(C)cc3C)cc([*:1])c2)c(C)c1
137,CC(C)CCOc1ccc([*:2])cc1
138,CC1(C)C[C@@H]1C(=O)[*:1]
139,COc1ccc(C[*:3])cc1
140,c1cc([*:5])ccn1
141,c1ccc2c([*:6])c3ccccc3cc2c1
142,CC(C)(C)c1ccc([*:1])c(C#Cc2ccccn2)c1
143,CN(C(=O)OC(C)(C)C)c1nc2c(I)c([*:2])ccc2s1
144,Oc1ccc2ccccc2c1-c1c(O)c(C[*:2])cc2ccccc12
145,CC(C)[C@H]([C@@H]1C[C@H]([*:2])C1(C)C)[*:1]
146,O=P(C[*:4])(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F
147,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](c1ccnc2ccc(OC)cc12)[*:2]
148,c1nc(CSCC[*:2])c[nH]1
149,Oc1ccc2ccccc2c1[*:3]
150,OB(O)c1cccc([*:1])c1
151,CCCCCC[C@H](C)[*:2]
152,Fc1ccc(C[*:2])cc1
153,CN(C(=O)[*:2])C(=O)[*:6]
154,Cc1cccc(C)c1[*:5]
155,Cc1cc(=O)[nH]c([*:1])n1
156,CCc1cc([*:2])cc(CC)c1F
157,c1ccc(C(c2ccccc2)(c2ccccc2)[*:1])cc1
158,CC(C)N1CCC[C@H]1[*:1]
159,c1cn(C[*:1])cn1
160,C[C@H](Oc1ccc(Cl)cc1Cl)C(=O)[*:2]
161,CCOC(=O)[C@H](O)[C@@H](O)[*:1]
162,CCc1cc([*:4])cc(CC)c1F
163,CCO[Si](CCC[*:2])(OCC)OCC
164,FC(F)(F)c1nnc([*:1])s1
165,[O-][n+]1cccc([*:1])c1
166,O=C[*:1]
167,Cc1cccc2sc([*:2])nc12
168,O=C(Nc1ccccc1[*:2])c1cc2ccccc2[nH]1
169,O=C(NO)[*:2]
170,Cc1cc(C)c(C(=O)[*:1])c(C)c1
171,Cc1cc(C)cc([*:4])c1
172,COC(=O)c1ccccc1[*:2]
173,Cc1ccc(NC(=O)Nc2ccccc2C#CC#Cc2ccccc2[*:2])cc1
174,COC(=O)c1ccc(C[*:2])cc1
175,Cc1ccccc1N=P(c1ccccc1)(c1ccccc1)c1cccc2c1oc1c([*:4])cccc12
176,CC(C)c1cccc(C(C)C)c1Nc1ccccc1[*:2]
177,O=[N+]([O-])c1cc([N+](=O)[O-])cc([*:1])c1
178,CC(C)[C@@H](C(=O)O)[*:1]
179,CCNC(=O)Nc1cccc([*:2])n1
180,CCOC(=O)C1=C2C(=O)N(C)C([*:1])=C2C(=O)N(C)C1=O
181,CSc1ccccc1[*:1]
182,O=C(Nc1ccccc1)[*:1]
183,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)C(C)(C)C)[*:2]
184,Oc1c(COC[*:1])cc2ccccc2c1-c1c(P(c2ccccc2)c2ccccc2)ccc2ccccc12
185,O=C(c1ccccc1Cl)[*:1]
186,O=C(c1cccc(F)c1)[*:2]
187,c1ccc([*:6])cc1
188,CC(C)(c1ccc[nH]1)[*:1]
189,O=C(Nc1ccccc1[*:2])Nc1cccc2cc[nH]c12
190,COC(=O)[C@@H](Cc1ccccc1)[*:2]
191,O=C(c1cccc([N+](=O)[O-])c1)[*:1]
192,Cc1cc([*:3])cc(C)c1F
193,CN(C)C(=O)[C@H](C(C)(C)C)[*:2]
194,Cc1ccnc([*:1])n1
195,CC(C)CN(CC(C)C)C(=O)[C@H](C(C)(C)C)[*:2]
196,O=C(CCC[*:1])[*:2]
197,C/C(C[*:3])=N\c1c(C(C)C)cccc1C(C)C
198,CC1(C)O[C@@H](C(c2ccccc2)(c2ccccc2)[*:1])[C@H](C(c2ccccc2)(c2ccccc2)[*:2])O1
199,N#Cc1cccc([*:2])c1
200,C=CC[*:1]
201,C1CN(C[*:1])CCO1
202,c1nc([*:2])n[nH]1
203,CCN(CC)C(=O)[C@@H](P(=O)(c1ccccc1)c1ccccc1)[*:1]
204,O=C(c1c(Cl)cc(Cl)cc1Cl)[*:1]
205,C(=C/[*:1])\c1ccccc1
206,FC(F)(F)C(F)(F)[*:6]
207,O=C(Cc1cccc(Br)c1)c1ccccc1[*:2]
208,FC(F)(F)c1cc(NC(=S)Nc2ccc3ccccc3c2-c2c([*:2])ccc3ccccc23)cc(C(F)(F)F)c1
209,OCc1cccc([*:1])c1
210,O=C(OC[*:3])c1ccccc1
211,CC(C)(C)[C@@H](C(=O)N1CCC[C@@H]1C(c1ccccc1)c1ccccc1)[*:1]
212,C[C@H](c1cccc2ccccc12)[*:2]
213,COC(=O)CC[*:1]
214,COC(=O)[C@]1(Cc2ccc(C(C)(C)C)cc2)CCC[C@H]1[*:2]
215,O=c1c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(N[*:1])c1=O
216,c1ccc2c(c1)cc(C(c1cc3ccccc3c3ccccc13)[*:2])c1ccccc12
217,N#[N+][*:3]
218,O=C1C(Cl)=C([*:1])C(=O)N1c1ccccc1
219,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)[*:1]
220,OC(c1ccccc1)(c1ccccc1)[C@@H]1OC(CC[*:3])(CC[*:4])O[C@H]1C(O)(c1ccccc1)c1ccccc1
221,O=C(c1ccccc1)[*:3]
222,COC(=O)c1c([*:1])nn2ccccc12
223,I[*:2]
224,Cc1c([N+](=O)[O-])cc([*:1])cc1[N+](=O)[O-]
225,CCOC(=O)C1=C(C(=O)OCC)/C(=C(\NC)[*:1])C(=O)N(C)C1=O
226,Clc1cccc([*:1])c1Cl
227,O=C(NC(=S)N[C@H]1CCCC[C@@H]1[*:2])c1ccccc1
228,c1ccc2c([*:3])c3ccccc3cc2c1
229,Cc1ccc(C(=O)[*:2])cc1
230,CC(C)(C)c1cc(C(C)(C)C)cc([*:2])c1
231,FC(F)(F)C(F)(F)[*:1]
232,c1ccc2[nH]c([*:2])nc2c1
233,O=C(O)C[*:1]
234,C[C@H](P(=O)(Oc1ccccc1)Oc1ccccc1)[*:1]
235,CCCCCNC(=S)NCCCN1CCN(CCC[*:2])CC1
236,Ic1ccc2ccccc2c1[*:1]
237,Cc1cc(C)c(-c2cc3ccccc3c3c2O[P@](=O)(O)Oc2c([*:3])cc4ccccc4c2-3)c(C)c1
238,COc1ccc(OC)c2c1C[C@H](NC(=O)[*:1])[C@@H](O)C2
239,O=[N+]([O-])c1cccc([*:2])c1
240,Ic1cccc([*:1])c1
241,FC(F)(F)Oc1ccccc1[*:3]
242,O=C(NC[*:1])Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
243,O=C1CCCN1CCC[*:1]
244,c1ccc2c(c1)C[C@@H]([*:2])c1ccccc1[C@@H]([*:1])C2
245,Clc1ncccc1[*:2]
246,Fc1c(F)c(F)c(C[*:2])c(F)c1F
247,CC(C)(C)C(=O)[*:1]
248,c1cnc2c([*:1])cccc2c1
249,COC(=O)Nc1cc([*:2])ccc1C
250,O=C(NCC[*:2])Nc1ccncc1
251,C1[C@H]2C[C@H]3C[C@@H]1C[C@@]([*:2])(C2)C3
252,CCOC(=O)CCCOc1c(Cl)cc([*:1])cc1Cl
253,CC(C)(C)c1c[nH]c([*:2])n1
254,Cc1cc([*:1])cc(C)c1OC(C)C
255,FC(F)(F)c1cc(C[*:6])cc(C(F)(F)F)c1
256,N#CC(C#N)[C@H](C[*:6])c1ccccc1
257,FS(F)(F)(F)(F)c1ccc([*:3])cc1
258,Cn1ccnc1C[*:2]
259,CC(C)c1cc(-c2ccc(C(C)(C)C)cc2)cc(C(C)C)c1[*:3]
260,CCCCNC(=O)c1cccc(C[*:2])n1
261,O=P(Oc1ccccc1)(Oc1ccccc1)[*:2]
262,Clc1cccc([*:1])c1
263,Cc1ccc([*:1])c(C)c1
264,Fc1ccccc1[*:2]
265,O=C(C(c1ccccc1)c1ccccc1)[*:2]
266,Cc1cc(C)c2ccc(NC(=O)[*:1])nc2n1
267,c1ccc(CN2CCC([*:1])CC2)cc1
268,OC1([*:1])c2ccccc2-c2ccccc21
269,CCOC(=O)[C@]12C[C@@H](C)O[C@H]1C(C#N)=C(C#N)C=C2[*:1]
270,COc1ccc(-c2cc(-c3ccc(OC)cc3)cc([*:3])c2)cc1
271,CC(C)c1cccc(C(C)C)c1N=P(C[*:4])(c1ccccc1)c1ccccc1
272,c1cnc([*:1])nc1
273,Clc1ncccc1[*:1]
274,O=C(C[*:3])c1cc2ccc1CCc1ccc(cc1)CC2
275,O=c1c(NC[*:1])c(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1=O
276,O=P(C[*:1])(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F
277,Cc1ccc(C)c(C(c2cc(C)ccc2C)[*:1])c1
278,O=[N+]([O-])c1cccc(/N=N/c2cccc([*:1])c2)c1
279,c1ccc2cc([*:6])ccc2c1
280,c1cc([*:2])c2[nH]ccc2c1
281,Cc1cc(C)c(S(=O)(=O)[*:1])c(C)c1
282,C1CCCN(C[*:1])CC1
283,CC(C)C[C@H](NC(=O)[*:1])[C@H]1C(=O)N(CC(N)=O)[C@@H]1c1ccccc1
284,COc1cc(/C=N/[C@@H]2CCCC[C@H]2[*:2])c(O)c(C(C)(C)C)c1
285,CS(=O)(=O)[*:1]
286,CCOc1ccc(C)cc1[*:3]
287,FC(F)(F)c1ccc([*:1])c(C(F)(F)F)c1
288,Cc1cccc(C)c1Nc1ccccc1[*:4]
289,O=Nc1ccc([*:2])nc1
290,c1ccc(C[*:1])nc1
291,COc1ccc([C@@H]2C(C#N)=C(N)S[C@H]2C(=O)[*:2])cc1
292,Fc1cc(F)cc([*:2])c1
293,c1ccc(CSCC[*:1])nc1
294,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc([*:2])cc2)n1
295,COc1cc([N+](=O)[O-])ccc1[*:2]
296,N#CC(C#N)=C(Cl)[*:1]
297,OC(c1ccccc1)(c1ccccc1)[C@@H](CCC[*:3])[*:4]
298,CC(C)[C@@H](CN(C)C)[*:1]
299,Clc1cccc(Cl)c1[*:2]
300,CC[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](c1ccnc2ccc(OC)cc12)[*:1]
301,c1cn(CCC[*:2])cn1
302,CC(C)c1cc(C(C)C)c(S(=O)[*:2])c(C(C)C)c1
303,CC[C@H]1C[N@]2CC[N@]1C[C@H]2[C@H](c1ccnc2ccc(OC)cc12)[*:2]
304,Brc1ccc([*:1])cn1
305,c1cn([*:2])cn1
306,CC(C)(C)c1ccc(C[*:3])cc1
307,C1CC[C@@H]([*:1])[C@H](N2CCCC2)C1
308,O=C(Nc1ccc(C(F)(F)F)cc1)[*:1]
309,Clc1cccc(C=CC(c2cccc3ccccc23)[*:1])c1[*:2]
310,c1ccc(NCC(CCC[*:1])[*:2])cc1
311,COc1ccccc1C(=O)NS(=O)(=O)c1ccc([*:2])cc1
312,Cc1ccoc1C(=O)[*:2]
313,CN(C)c1ccc2ccccc2c1-c1c([*:1])ccc2ccccc12
314,c1ccc(CSc2ccccc2[*:2])cc1
315,Cc1cc(C)c(N=P(C[*:4])(c2ccccc2)c2ccccc2)c(C)c1
316,C[C@H](c1ccccc1)[*:1]
317,O=C([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[*:1]
318,CCCCCCC(=O)[*:2]
319,CC(C)CCOc1ccc([*:1])cc1
320,C=C[Si](CC)(CC)[*:2]
321,NC(=O)c1ccc([*:2])cc1
322,C(C[*:4])[*:3]
323,Cc1cc(NC(=O)Nc2ccccc2[*:2])ccc1Br
324,C[C@H](c1ccccc1)[*:2]
325,CC(C)C[C@@H](NC(=O)OC(C)(C)C)[*:2]
326,c1ccc(P(c2ccccc2)c2cccc3cccc([*:2])c23)cc1
327,C(CC[*:1])CC[*:2]
328,CC(=O)OC[C@H]1C[C@@H]([*:1])[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
329,Clc1cc(Cl)cc([*:1])c1
330,O=C1c2cccc3cccc(c23)C(=O)N1[C@@H]1CCCC[C@H]1[*:2]
331,c1ccc(P(=Nc2nc([*:1])n3nnnc3n2)(c2ccccc2)c2ccccc2)cc1
332,FC(F)(F)C[*:2]
333,Ic1ccc([*:1])cc1
334,c1ccc([SiH](c2ccccc2)c2ccccc2[*:2])cc1
335,c1cc([*:2])n[nH]1
336,CC(C)(C)[C@@H](CN1CCCCC1)[*:1]
337,CCN(CC)C[C@H](Cc1ccccc1)[*:1]
338,CC(C)c1cccc(C(C)C)c1[*:2]
339,c1ccc([*:3])cc1
340,COc1cc(C(=O)[*:1])cc(OC)c1OC
341,CCCC(=O)[*:1]
342,C[*:6]
343,C=C[C@H]1CN2CCC1CC2[C@@H](c1ccnc2ccc(OC)cc12)[*:2]
344,Cc1cc(C)c([*:3])c(C)c1
345,CCCCc1ccc([*:2])cc1
346,C=CCO[C@@H](c1ccnc2ccccc12)[C@@H]1CC2CC[N+]1(Cc1cc(C[N+]34CCC(C[C@H]3[C@@H](OCC=C)c3ccnc5ccccc35)C(C=C)C4)cc(C[*:3])c1)CC2C=C
347,O[C@H]1Cc2ccccc2[C@H]1[*:2]
348,Cc1cc(C)c(-n2cc3cccc([*:1])[n+]3c2)c(C)c1
349,O=C(c1ccc(F)cc1)[*:2]
350,Cc1cc(=O)c(O)c(C[*:1])n1C
351,CO[*:2]
352,COC(=O)c1nccnc1[*:1]
353,O=S(=O)(C(F)(F)F)[*:2]
354,S=C(N[C@@H]1CCc2ccccc21)[*:1]
355,CC(C)=CCC[C@@](C)([C@H]1CC=C(C)CC1)[*:1]
356,Cc1ccc[nH+]c1[*:2]
357,CCP(CC)(=NCc1ccccc1)c1cccc2c1oc1c([*:3])cccc12
358,COC(=O)[C@H](CC(C)C)[*:2]
359,Cc1ccc(C(=O)NC(=S)Nc2ccccc2[*:2])cc1
360,C1CO[C@H](C[*:2])C1
361,Cc1ccc(C(=O)N[*:1])c(O)c1
362,COc1ccc(CC[*:1])cc1OC
363,Fc1c(Cl)cc([*:2])c(F)c1Cl
364,O=C(Nc1ccc2ccccc2c1-c1c(O)ccc2ccccc12)[*:1]
365,c1coc(C[*:2])c1
366,c1ccc(P(C[*:4])(=NC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)c2ccccc2)cc1
367,CC1(C)C[C@@H](NC(=S)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@@](C)(C[*:2])C1
368,Fc1ccc([*:6])cc1
369,c1cn(CCC[*:1])cn1
370,C=C(C)C(=O)OCC[*:1]
371,c1ccc(N2c3ccccc3[C@H]([*:2])[C@@H]2C[*:1])cc1
372,CCOC(=O)[C@]1([*:1])Cc2ccccc2-c2nccn21
373,COC(=O)[*:1]
374,Cc1ccc(S(=O)(=O)NC(=O)[*:1])cc1
375,CC(=O)c1ccc(S(=O)(=O)[*:2])cc1
376,CC(C)Cc1ccc([C@H](C)C(=O)[*:1])cc1
377,CCCCCCCCCCN(CCCCCCCCCC)C[*:1]
378,CCOC(=O)c1ccc([*:1])cc1
379,Oc1cccc([*:1])c1
380,N#C[*:2]
381,O=C(c1ccccc1F)[*:2]
382,c1ccc(CNCC[*:2])nc1
383,c1cc([*:2])ccn1
384,c1ccc2c(c1)oc1c([*:3])cccc12
385,C=C[C@H]1C[N@]2CC[C@@H]1C[C@@H]2[C@@H](c1ccnc2ccccc12)[*:1]
386,FC(F)(F)c1cc(-c2cc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc([*:3])c2)cc(C(F)(F)F)c1
387,NC(=O)[*:1]
388,Cc1[nH]c2c([*:1])cccc2c1C
389,Clc1cc(Cl)c(Cl)c([*:2])c1
390,Cn1cnc2c([*:1])cccc21
391,O=[N+]([O-])c1ccc([*:1])c2nonc12
392,C=CC[*:2]
393,c1ccc(C[*:2])nc1
394,CC(C)(C)C(=O)[*:2]
395,Clc1ccc(C[*:5])cc1
396,CC(C)c1cc(C(C)(C)C)cc(C(C)C)c1[*:1]
397,c1ccc(-c2cc([*:2])cc(-c3ccccn3)n2)nc1
398,O=C(NC(=S)NCC[*:2])c1ccc(Cl)cc1
399,O=C(c1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1)[*:2]
400,COc1nc(C)nc([*:1])n1
401,COc1ccc([*:1])cc1
402,CCOC(=O)/C(=C/c1ccc(OC)cc1)[*:1]
403,N#Cc1cc([*:2])n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)n1
404,C#C[*:1]
405,O=C(c1ccccc1Br)[*:2]
406,c1cnc2nc([*:2])ccc2c1
407,c1ccc2c(C[*:3])c3ccccc3cc2c1
408,FC(F)(F)C1([*:1])NCCN1
409,c1ccc2nc([*:2])ccc2c1
410,CC(C)(C)c1ccc([Si](c2ccc(C(C)(C)C)cc2)(c2ccc(C(C)(C)C)cc2)[*:3])cc1
411,CC(C)[C@H](c1cccc(Cl)c1)[*:1]
412,O=S(=O)(c1ccccc1Cl)[*:2]
413,NCC[*:1]
414,Cc1ccc(C(=O)N[C@@H]2CCCC[C@H]2NC(=O)[*:1])cc1
415,CCOc1ccc(C(=O)[*:2])cc1
416,c1ccc2[nH]c([*:1])nc2c1
417,Clc1ccc([*:1])nc1
418,CC(c1ccccc1)[*:1]
419,C[C@@H](c1cccc2ccccc12)[*:1]
420,Cc1ccc([*:2])c(C(=O)O)c1
421,CC(C)COC(=O)NC(=S)NCCC[*:2]
422,OC(c1ccccc1)(c1ccccc1)[*:2]
423,CC(C)(C)OC(=O)N[C@@H](COCc1ccccc1)C1([*:2])COC1
424,CC(C)c1cc(C23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)cc(C(C)C)c1[*:4]
425,CC1(C)[C@@H](C[*:3])C[C@H]1[*:4]
426,C=C(CNC(=S)NC(C)(C)C)C[*:2]
427,c1ccc(COc2ccc(C[*:1])cc2)cc1
428,Cc1ccc(S(=O)(=O)[*:2])cc1
429,O=C1C(Cl)=C([*:1])C(=O)N1c1ccc(F)cc1
430,CCc1cc(CNC(=S)NC)cc(C[*:2])c1
431,Cc1cc(C)cc(-c2ccc3ccccc3c2[*:3])c1
432,O=C1[C@@H]([*:2])C(=O)N(c2ccccc2)c2ccccc2N1C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
433,O=C(N[N+](=O)[O-])[*:2]
434,O=C(O)C[*:2]
435,N[C@@H](c1ccccc1)[C@H](c1ccccc1)[*:1]
436,FC(F)(F)c1cc(C(F)(F)F)cc([*:6])c1
437,CCCCCCCCCCN(CCCCCCCCCC)C(=O)[*:1]
438,O[C@@H]1[C@@H](O)[C@H]([*:2])OC[C@H]1O
439,c1ccc([*:2])c(-c2ccc3ccccc3n2)c1
440,c1ccc([*:1])nc1
441,CC(=O)N[C@@H](C(C)C)[*:2]
